Name,Type_1,Type_2,Pokedex_Entry,Total,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed,Abilities,Ability_1,Ability_2,Hidden_Ability
Mudsdale,Ground,,0750,500,100,125,100,55,85,35,"Own Tempo, Stamina, Inner Focus",Own Tempo,Stamina,Inner Focus
Dewpider,Water,Bug,0751,269,38,40,52,40,72,27,"Water Bubble, Water Absorb",Water Bubble,,Water Absorb
Araquanid,Water,Bug,0752,454,68,70,92,50,132,42,"Water Bubble, Water Absorb",Water Bubble,,Water Absorb
Fomantis,Grass,,0753,250,40,55,35,50,35,35,"Leaf Guard, Contrary",Leaf Guard,,Contrary
Lurantis,Grass,,0754,480,70,105,90,80,90,45,"Leaf Guard, Contrary",Leaf Guard,,Contrary
Morelull,Grass,Fairy,0755,285,40,35,55,65,75,15,"Illuminate, Effect Spore, Rain Dish",Illuminate,Effect Spore,Rain Dish
Shiinotic,Grass,Fairy,0756,405,60,45,80,90,100,30,"Illuminate, Effect Spore, Rain Dish",Illuminate,Effect Spore,Rain Dish
Salandit,Poison,Fire,0757,320,48,44,40,71,40,77,"Corrosion, Oblivious",Corrosion,,Oblivious
Salazzle,Poison,Fire,0758,480,68,64,60,111,60,117,"Corrosion, Oblivious",Corrosion,,Oblivious
Stufful,Normal,Fighting,0759,340,70,75,50,45,50,50,"Fluffy, Klutz, Cute Charm",Fluffy,Klutz,Cute Charm
Bewear,Normal,Fighting,0760,500,120,125,80,55,60,60,"Fluffy, Klutz, Unnerve",Fluffy,Klutz,Unnerve
Bounsweet,Grass,,0761,210,42,30,38,30,38,32,"Leaf Guard, Oblivious, Sweet Veil",Leaf Guard,Oblivious,Sweet Veil
Steenee,Grass,,0762,290,52,40,48,40,48,62,"Leaf Guard, Oblivious, Sweet Veil",Leaf Guard,Oblivious,Sweet Veil
Tsareena,Grass,,0763,510,72,120,98,50,98,72,"Leaf Guard, Queenly Majesty, Sweet Veil",Leaf Guard,Queenly Majesty,Sweet Veil
Comfey,Fairy,,0764,485,51,52,90,82,110,100,"Flower Veil, Triage, Natural Cure",Flower Veil,Triage,Natural Cure
Oranguru,Normal,Psychic,0765,490,90,60,80,90,110,60,"Inner Focus, Telepathy, Symbiosis",Inner Focus,Telepathy,Symbiosis
Passimian,Fighting,,0766,490,100,120,90,40,60,80,"Receiver, Defiant",Receiver,,Defiant
Wimpod,Bug,Water,0767,230,25,35,40,20,30,80,Wimp Out,Wimp Out,,
Golisopod,Bug,Water,0768,530,75,125,140,60,90,40,Emergency Exit,Emergency Exit,,
Sandygast,Ghost,Ground,0769,320,55,55,80,70,45,15,"Water Compaction, Sand Veil",Water Compaction,,Sand Veil
Palossand,Ghost,Ground,0770,480,85,75,110,100,75,35,"Water Compaction, Sand Veil",Water Compaction,,Sand Veil
Pyukumuku,Water,,0771,410,55,60,130,30,130,5,"Innards Out, Unaware",Innards Out,,Unaware
Type: Null,Normal,,0772,534,95,95,95,95,95,59,Battle Armor,Battle Armor,,
Silvally,Normal,,0773,570,95,95,95,95,95,95,RKS System,RKS System,,
Minior Meteor Form,Rock,Flying,0774,440,60,60,100,60,100,60,Shields Down,Shields Down,,
Minior Core Form,Rock,Flying,0774,500,60,100,60,100,60,120,Shields Down,Shields Down,,
Komala,Normal,,0775,480,65,115,65,75,95,65,Comatose,Comatose,,
Turtonator,Fire,Dragon,0776,485,60,78,135,91,85,36,Shell Armor,Shell Armor,,
Togedemaru,Electric,Steel,0777,435,65,98,63,40,73,96,"Iron Barbs, Lightning Rod, Sturdy",Iron Barbs,Lightning Rod,Sturdy
Mimikyu,Ghost,Fairy,0778,476,55,90,80,50,105,96,Disguise,Disguise,,
Bruxish,Water,Psychic,0779,475,68,105,70,70,70,92,"Dazzling, Strong Jaw, Wonder Skin ",Dazzling,Strong Jaw,Wonder Skin 
Drampa,Normal,Dragon,0780,485,78,60,85,135,91,36,"Berserk, Sap Sipper, Cloud Nine",Berserk,Sap Sipper,Cloud Nine
Dhelmise,Ghost,Grass,0781,517,70,131,100,86,90,40,Steelworker,Steelworker,,
Jangmo-o,Dragon,,0782,300,45,55,65,45,45,45,"Bulletproof, Soundproof, Overcoat",Bulletproof,Soundproof,Overcoat
Hakamo-o,Dragon,Fighting,0783,420,55,75,90,65,70,65,"Bulletproof, Soundproof, Overcoat",Bulletproof,Soundproof,Overcoat
Kommo-o,Dragon,Fighting,0784,600,75,110,125,100,105,85,"Bulletproof, Soundproof, Overcoat",Bulletproof,Soundproof,Overcoat
Tapu Koko,Electric,Fairy,0785,570,70,115,85,95,75,130,"Electric Surge, Telepathy",Electric Surge,,Telepathy
Tapu Lele,Psychic,Fairy,0786,570,70,85,75,130,115,95,"Psychic Surge, Telepathy",Psychic Surge,,Telepathy
Tapu Bulu,Grass,Fairy,0787,570,70,130,115,85,95,75,"Grassy Surge, Telepathy",Grassy Surge,,Telepathy
Tapu Fini,Water,Fairy,0788,570,70,75,115,95,130,85,"Misty Surge, Telepathy",Misty Surge,,Telepathy
Cosmog,Psychic,,0789,200,43,29,31,29,31,37,Unaware,Unaware,,
Cosmoem,Psychic,,0790,400,43,29,131,29,131,37,Sturdy,Sturdy,,
Solgaleo,Psychic,Steel,0791,680,137,137,107,113,89,97,Full Metal Body,Full Metal Body,,
Lunala,Psychic,Ghost,0792,680,137,113,89,137,107,97,Shadow Shield,Shadow Shield,,
Nihilego,Rock,Poison,0793,570,109,53,47,127,131,103,Beast Boost,Beast Boost,,
Buzzwole,Bug,Fighting,0794,570,107,139,139,53,53,79,Beast Boost,Beast Boost,,
Pheromosa,Bug,Fighting,0795,570,71,137,37,137,37,151,Beast Boost,Beast Boost,,
Xurkitree,Electric,,0796,570,83,89,71,173,71,83,Beast Boost,Beast Boost,,
Celesteela,Steel,Flying,0797,570,97,101,103,107,101,61,Beast Boost,Beast Boost,,
Kartana,Grass,Steel,0798,570,59,181,131,59,31,109,Beast Boost,Beast Boost,,
Guzzlord,Dark,Dragon,0799,570,223,101,53,97,53,43,Beast Boost,Beast Boost,,
Necrozma,Psychic,,0800,600,97,107,101,127,89,79,Prism Armor,Prism Armor,,
Necrozma Dusk Mane Necrozma,Psychic,Steel,0800,680,97,157,127,113,109,77,Prism Armor,Prism Armor,,
Necrozma Dawn Wings Necrozma,Psychic,Ghost,0800,680,97,113,109,157,127,77,Prism Armor,Prism Armor,,
Necrozma Ultra Necrozma,Psychic,Dragon,0800,754,97,167,97,167,97,129,Neuroforce,Neuroforce,,
Magearna,Steel,Fairy,0801,600,80,95,115,130,115,65,Soul-Heart,Soul-Heart,,
Marshadow,Fighting,Ghost,0802,600,90,125,80,90,90,125,Technician,Technician,,
Poipole,Poison,,0803,420,67,73,67,73,67,73,Beast Boost,Beast Boost,,
Naganadel,Poison,Dragon,0804,540,73,73,73,127,73,121,Beast Boost,Beast Boost,,
Stakataka,Rock,Steel,0805,570,61,131,211,53,101,13,Beast Boost,Beast Boost,,
Blacephalon,Fire,Ghost,0806,570,53,127,53,151,79,107,Beast Boost,Beast Boost,,
Zeraora,Electric,,0807,600,88,112,75,102,80,143,Volt Absorb,Volt Absorb,,
Meltan,Steel,,0808,300,46,65,65,55,35,34,Magnet Pull,Magnet Pull,,
Melmetal,Steel,,0809,600,135,143,143,80,65,34,Iron Fist,Iron Fist,,
Grookey,Grass,,0810,310,50,65,50,40,40,65,"Overgrow, Grassy Surge",Overgrow,,Grassy Surge
Thwackey,Grass,,0811,420,70,85,70,55,60,80,"Overgrow, Grassy Surge",Overgrow,,Grassy Surge
Rillaboom,Grass,,0812,530,100,125,90,60,70,85,"Overgrow, Grassy Surge",Overgrow,,Grassy Surge
Scorbunny,Fire,,0813,310,50,71,40,40,40,69,"Blaze, Libero",Blaze,,Libero
Raboot,Fire,,0814,420,65,86,60,55,60,94,"Blaze, Libero",Blaze,,Libero
Cinderace,Fire,,0815,530,80,116,75,65,75,119,"Blaze, Libero",Blaze,,Libero
Sobble,Water,,0816,310,50,40,40,70,40,70,"Torrent, Sniper",Torrent,,Sniper
Drizzile,Water,,0817,420,65,60,55,95,55,90,"Torrent, Sniper",Torrent,,Sniper
Inteleon,Water,,0818,530,70,85,65,125,65,120,"Torrent, Sniper",Torrent,,Sniper
Skwovet,Normal,,0819,275,70,55,55,35,35,25,"Cheek Pouch, Gluttony",Cheek Pouch,,Gluttony
Greedent,Normal,,0820,460,120,95,95,55,75,20,"Cheek Pouch, Gluttony",Cheek Pouch,,Gluttony
Rookidee,Flying,,0821,245,38,47,35,33,35,57,"Keen Eye, Unnerve, Big Pecks",Keen Eye,Unnerve,Big Pecks
Corvisquire,Flying,,0822,365,68,67,55,43,55,77,"Keen Eye, Unnerve, Big Pecks",Keen Eye,Unnerve,Big Pecks
Corviknight,Flying,Steel,0823,495,98,87,105,53,85,67,"Pressure, Unnerve, Mirror Armor",Pressure,Unnerve,Mirror Armor
Blipbug,Bug,,0824,180,25,20,20,25,45,45,"Swarm, Compoundeyes, Telepathy",Swarm,Compoundeyes,Telepathy
Dottler,Bug,Psychic,0825,335,50,35,80,50,90,30,"Swarm, Compoundeyes, Telepathy",Swarm,Compoundeyes,Telepathy
Orbeetle,Bug,Psychic,0826,505,60,45,110,80,120,90,"Swarm, Frisk, Telepathy",Swarm,Frisk,Telepathy
Nickit,Dark,,0827,245,40,28,28,47,52,50,"Run Away, Unburden, Stakeout",Run Away,Unburden,Stakeout
Thievul,Dark,,0828,455,70,58,58,87,92,90,"Run Away, Unburden, Stakeout",Run Away,Unburden,Stakeout
Gossifleur,Grass,,0829,250,40,40,60,40,60,10,"Cotton Down, Regenerator, Effect Spore",Cotton Down,Regenerator,Effect Spore
Eldegoss,Grass,,0830,460,60,50,90,80,120,60,"Cotton Down, Regenerator, Effect Spore",Cotton Down,Regenerator,Effect Spore
Wooloo,Normal,,0831,270,42,40,55,40,45,48,"Fluffy, Run Away, Bulletproof",Fluffy,Run Away,Bulletproof
Dubwool,Normal,,0832,490,72,80,100,60,90,88,"Fluffy, Steadfast, Bulletproof",Fluffy,Steadfast,Bulletproof
Chewtle,Water,,0833,284,50,64,50,38,38,44,"Strong Jaw, Shell Armor, Swift Swim",Strong Jaw,Shell Armor,Swift Swim
Drednaw,Water,Rock,0834,485,90,115,90,48,68,74,"Strong Jaw, Shell Armor, Swift Swim",Strong Jaw,Shell Armor,Swift Swim
Yamper,Electric,,0835,270,59,45,50,40,50,26,"Ball Fetch, Rattled",Ball Fetch,,Rattled
Boltund,Electric,,0836,490,69,90,60,90,60,121,"Strong Jaw, Competitive",Strong Jaw,,Competitive
Rolycoly,Rock,,0837,240,30,40,50,40,50,30,"Steam Engine, Heatproof, Flash Fire",Steam Engine,Heatproof,Flash Fire
Carkol,Rock,Fire,0838,410,80,60,90,60,70,50,"Steam Engine, Flame Body, Flash Fire",Steam Engine,Flame Body,Flash Fire
Coalossal,Rock,Fire,0839,510,110,80,120,80,90,30,"Steam Engine, Flame Body, Flash Fire",Steam Engine,Flame Body,Flash Fire
Applin,Grass,Dragon,0840,260,40,40,80,40,40,20,"Ripen, Gluttony, Bulletproof",Ripen,Gluttony,Bulletproof
Flapple,Grass,Dragon,0841,485,70,110,80,95,60,70,"Ripen, Gluttony, Hustle",Ripen,Gluttony,Hustle
Appletun,Grass,Dragon,0842,485,110,85,80,100,80,30,"Ripen, Gluttony, Thick Fat",Ripen,Gluttony,Thick Fat
Silicobra,Ground,,0843,315,52,57,75,35,50,46,"Sand Spit, Shed Skin, Sand Veil",Sand Spit,Shed Skin,Sand Veil
Sandaconda,Ground,,0844,510,72,107,125,65,70,71,"Sand Spit, Shed Skin, Sand Veil",Sand Spit,Shed Skin,Sand Veil
Cramorant,Flying,Water,0845,475,70,85,55,85,95,85,Gulp Missile,Gulp Missile,,
Arrokuda,Water,,0846,280,41,63,40,40,30,66,"Swift Swim, Propeller Tail",Swift Swim,,Propeller Tail
Barraskewda,Water,,0847,490,61,123,60,60,50,136,"Swift Swim, Propeller Tail",Swift Swim,,Propeller Tail
Toxel,Electric,Poison,0848,242,40,38,35,54,35,40,"Rattled, Static, Klutz",Rattled,Static,Klutz
Toxtricity Amped Form,Electric,Poison,0849,502,75,98,70,114,70,75,"Punk Rock, Plus, Technician",Punk Rock,Plus,Technician
Toxtricity Low Key Form,Electric,Poison,0849,502,75,98,70,114,70,75,"Punk Rock, Minus, Technician",Punk Rock,Minus,Technician
Sizzlipede,Fire,Bug,0850,305,50,65,45,50,50,45,"Flash Fire, White Smoke, Flame Body",Flash Fire,White Smoke,Flame Body
Centiskorch,Fire,Bug,0851,525,100,115,65,90,90,65,"Flash Fire, White Smoke, Flame Body",Flash Fire,White Smoke,Flame Body
Clobbopus,Fighting,,0852,310,50,68,60,50,50,32,"Limber, Technician",Limber,,Technician
Grapploct,Fighting,,0853,480,80,118,90,70,80,42,"Limber, Technician",Limber,,Technician
Sinistea,Ghost,,0854,308,40,45,45,74,54,50,"Weak Armor, Cursed Body",Weak Armor,,Cursed Body
Polteageist,Ghost,,0855,508,60,65,65,134,114,70,"Weak Armor, Cursed Body",Weak Armor,,Cursed Body
Hatenna,Psychic,,0856,265,42,30,45,56,53,39,"Healer, Anticipation, Magic Bounce",Healer,Anticipation,Magic Bounce
Hattrem,Psychic,,0857,370,57,40,65,86,73,49,"Healer, Anticipation, Magic Bounce",Healer,Anticipation,Magic Bounce
Hatterene,Psychic,Fairy,0858,510,57,90,95,136,103,29,"Healer, Anticipation, Magic Bounce",Healer,Anticipation,Magic Bounce
Impidimp,Dark,Fairy,0859,265,45,45,30,55,40,50,"Prankster, Frisk, Pickpocket",Prankster,Frisk,Pickpocket
Morgrem,Dark,Fairy,0860,370,65,60,45,75,55,70,"Prankster, Frisk, Pickpocket",Prankster,Frisk,Pickpocket
Grimmsnarl,Dark,Fairy,0861,510,95,120,65,95,75,60,"Prankster, Frisk, Pickpocket",Prankster,Frisk,Pickpocket
Obstagoon,Dark,Normal,0862,520,93,90,101,60,81,95,"Reckless, Guts, Defiant",Reckless,Guts,Defiant
Perrserker,Steel,,0863,440,70,110,100,50,60,50,"Battle Armor, Tough Claws, Steely Spirit",Battle Armor,Tough Claws,Steely Spirit
Cursola,Ghost,,0864,510,60,95,50,145,130,30,"Weak Armor, Perish Body",Weak Armor,,Perish Body
Sirfetch'd,Fighting,,0865,507,62,135,95,68,82,65,"Steadfast, Scrappy",Steadfast,,Scrappy
Mr. Rime,Ice,Psychic,0866,520,80,85,75,110,100,70,"Tangled Feet, Screen Cleaner, Ice Body",Tangled Feet,Screen Cleaner,Ice Body
Runerigus,Ground,Ghost,0867,483,58,95,145,50,105,30,Wandering Spirit,Wandering Spirit,,
Milcery,Fairy,,0868,270,45,40,40,50,61,34,"Sweet Veil, Aroma Veil",Sweet Veil,,Aroma Veil
Alcremie,Fairy,,0869,495,65,60,75,110,121,64,"Sweet Veil, Aroma Veil",Sweet Veil,,Aroma Veil
Falinks,Fighting,,0870,470,65,100,100,70,60,75,"Battle Armor, Defiant",Battle Armor,,Defiant
Pincurchin,Electric,,0871,435,48,101,95,91,85,15,"Lightning Rod, Electric Surge",Lightning Rod,,Electric Surge
Snom,Ice,Bug,0872,185,30,25,35,45,30,20,"Shield Dust, Ice Scales",Shield Dust,,Ice Scales
Frosmoth,Ice,Bug,0873,475,70,65,60,125,90,65,"Shield Dust, Ice Scales",Shield Dust,,Ice Scales
Stonjourner,Rock,,0874,470,100,125,135,20,20,70,Power Spot,Power Spot,,
Eiscue Ice Face,Ice,,0875,470,75,80,110,65,90,50,Ice Face,Ice Face,,
Eiscue Noice Face,Ice,,0875,470,75,80,70,65,50,130,Ice Face,Ice Face,,
Indeedee Male,Psychic,Normal,0876,475,60,65,55,105,95,95,"Inner Focus, Synchronize, Psychic Surge",Inner Focus,Synchronize,Psychic Surge
Indeedee Female,Psychic,Normal,0876,475,70,55,65,95,105,85,"Own Tempo, Synchronize, Psychic Surge",Own Tempo,Synchronize,Psychic Surge
Morpeko Full Belly Mode,Electric,Dark,0877,436,58,95,58,70,58,97,Hunger Switch,Hunger Switch,,
Morpeko Hangry Mode,Electric,Dark,0877,436,58,95,58,70,58,97,Hunger Switch,Hunger Switch,,
Cufant,Steel,,0878,330,72,80,49,40,49,40,"Sheer Force, Heavy Metal",Sheer Force,,Heavy Metal
Copperajah,Steel,,0879,500,122,130,69,80,69,30,"Sheer Force, Heavy Metal",Sheer Force,,Heavy Metal
Dracozolt,Electric,Dragon,0880,505,90,100,90,80,70,75,"Volt Absorb, Hustle, Sand Rush",Volt Absorb,Hustle,Sand Rush
Arctozolt,Electric,Ice,0881,505,90,100,90,90,80,55,"Volt Absorb, Static, Slush Rush",Volt Absorb,Static,Slush Rush
Dracovish,Water,Dragon,0882,505,90,90,100,70,80,75,"Water Absorb, Strong Jaw, Sand Rush",Water Absorb,Strong Jaw,Sand Rush
Arctovish,Water,Ice,0883,505,90,90,100,80,90,55,"Water Absorb, Ice Body, Slush Rush",Water Absorb,Ice Body,Slush Rush
Duraludon,Steel,Dragon,0884,535,70,95,115,120,50,85,"Light Metal, Heavy Metal, Stalwart",Light Metal,Heavy Metal,Stalwart
Dreepy,Dragon,Ghost,0885,270,28,60,30,40,30,82,"Clear Body, Infiltrator, Cursed Body",Clear Body,Infiltrator,Cursed Body
Drakloak,Dragon,Ghost,0886,410,68,80,50,60,50,102,"Clear Body, Infiltrator, Cursed Body",Clear Body,Infiltrator,Cursed Body
Dragapult,Dragon,Ghost,0887,600,88,120,75,100,75,142,"Clear Body, Infiltrator, Cursed Body",Clear Body,Infiltrator,Cursed Body
Zacian Hero of Many Battles,Fairy,,0888,660,92,120,115,80,115,138,Intrepid Sword,Intrepid Sword,,
Zacian Crowned Sword,Fairy,Steel,0888,700,92,150,115,80,115,148,Intrepid Sword,Intrepid Sword,,
Zamazenta Hero of Many Battles,Fighting,,0889,660,92,120,115,80,115,138,Dauntless Shield,Dauntless Shield,,
Zamazenta Crowned Shield,Fighting,Steel,0889,700,92,120,140,80,140,128,Dauntless Shield,Dauntless Shield,,
Eternatus,Poison,Dragon,0890,690,140,85,95,145,95,130,Pressure,Pressure,,
Eternatus Eternamax,Poison,Dragon,0890,1125,255,115,250,125,250,130,,,,
Kubfu,Fighting,,0891,385,60,90,60,53,50,72,Inner Focus,Inner Focus,,
Urshifu Single Strike Style,Fighting,Dark,0892,550,100,130,100,63,60,97,Unseen Fist,Unseen Fist,,
Urshifu Rapid Strike Style,Fighting,Water,0892,550,100,130,100,63,60,97,Unseen Fist,Unseen Fist,,
Zarude,Dark,Grass,0893,600,105,120,105,70,95,105,Leaf Guard,Leaf Guard,,
Regieleki,Electric,,0894,580,80,100,50,100,50,200,Transistor,Transistor,,
Regidrago,Dragon,,0895,580,200,100,50,100,50,80,Dragon's Maw,Dragon's Maw,,
Glastrier,Ice,,0896,580,100,145,130,65,110,30,Chilling Neigh,Chilling Neigh,,
Spectrier,Ghost,,0897,580,100,65,60,145,80,130,Grim Neigh,Grim Neigh,,
Calyrex,Psychic,Grass,0898,500,100,80,80,80,80,80,Unnerve,Unnerve,,
Calyrex Ice Rider,Psychic,Ice,0898,680,100,165,150,85,130,50,As One,As One,,
Calyrex Shadow Rider,Psychic,Ghost,0898,680,100,85,80,165,100,150,As One,As One,,
Wyrdeer,Normal,Psychic,0899,525,103,105,72,105,75,65,"Intimidate, Frisk, Sap Sipper",Intimidate,Frisk,Sap Sipper
Kleavor,Bug,Rock,0900,500,70,135,95,45,70,85,"Swarm, Sheer Force, Steadfast",Swarm,Sheer Force,Steadfast
Ursaluna,Ground,Normal,0901,550,130,140,105,45,80,50,"Guts, Bulletproof, Unnerve",Guts,Bulletproof,Unnerve
Basculegion Male,Water,Ghost,0902,530,120,112,65,80,75,78,"Rattled, Adaptability, Mold Breaker",Rattled,Adaptability,Mold Breaker
Basculegion Female,Water,Ghost,0902,530,120,92,65,100,75,78,"Rattled, Adaptability, Mold Breaker",Rattled,Adaptability,Mold Breaker
Sneasler,Fighting,Poison,0903,510,80,130,60,40,80,120,"Pressure, Poison Touch",Pressure,,Poison Touch
Overqwil,Dark,Poison,0904,510,85,115,95,65,65,85,"Poison Point, Swift Swim, Intimidate",Poison Point,Swift Swim,Intimidate
Enamorus Incarnate Forme,Fairy,Flying,0905,580,74,115,70,135,80,106,"Cute Charm, Contrary",Cute Charm,,Contrary
Enamorus Therian Forme,Fairy,Flying,0905,580,74,115,110,135,100,46,Overcoat,Overcoat,,
Sprigatito,Grass,,0906,310,40,61,54,45,45,65,"Overgrow, Protean",Overgrow,,Protean
Floragato,Grass,,0907,410,61,80,63,60,63,83,"Overgrow, Protean",Overgrow,,Protean
Meowscarada,Grass,Dark,0908,530,76,110,70,81,70,123,"Overgrow, Protean",Overgrow,,Protean
Fuecoco,Fire,,0909,310,67,45,59,63,40,36,"Blaze, Unaware",Blaze,,Unaware
Crocalor,Fire,,0910,411,81,55,78,90,58,49,"Blaze, Unaware",Blaze,,Unaware
Skeledirge,Fire,Ghost,0911,530,104,75,100,110,75,66,"Blaze, Unaware",Blaze,,Unaware
Quaxly,Water,,0912,310,55,65,45,50,45,50,"Torrent, Moxie",Torrent,,Moxie
Quaxwell,Water,,0913,410,70,85,65,65,60,65,"Torrent, Moxie",Torrent,,Moxie
Quaquaval,Water,Fighting,0914,530,85,120,80,85,75,85,"Torrent, Moxie",Torrent,,Moxie
Lechonk,Normal,,0915,254,54,45,40,35,45,35,"Aroma Veil, Gluttony, Thick Fat",Aroma Veil,Gluttony,Thick Fat
Oinkologne Male,Normal,,0916,489,110,100,75,59,80,65,"Lingering Aroma, Gluttony, Thick Fat",Lingering Aroma,Gluttony,Thick Fat
Oinkologne Female,Normal,,0916,489,115,90,70,59,90,65,"Aroma Veil, Gluttony, Thick Fat",Aroma Veil,Gluttony,Thick Fat
Tarountula,Bug,,0917,210,35,41,45,29,40,20,"Insomnia, Stakeout",Insomnia,,Stakeout
Spidops,Bug,,0918,404,60,79,92,52,86,35,"Insomnia, Stakeout",Insomnia,,Stakeout
Nymble,Bug,,0919,210,33,46,40,21,25,45,"Swarm, Tinted Lens",Swarm,,Tinted Lens
Lokix,Bug,Dark,0920,450,71,102,78,52,55,92,"Swarm, Tinted Lens",Swarm,,Tinted Lens
Pawmi,Electric,,0921,240,45,50,20,40,25,60,"Static, Natural Cure, Iron Fist",Static,Natural Cure,Iron Fist
Pawmo,Electric,Fighting,0922,350,60,75,40,50,40,85,"Volt Absorb, Natural Cure, Iron Fist",Volt Absorb,Natural Cure,Iron Fist
Pawmot,Electric,Fighting,0923,490,70,115,70,70,60,105,"Volt Absorb, Natural Cure, Iron Fist",Volt Absorb,Natural Cure,Iron Fist
Tandemaus,Normal,,0924,305,50,50,45,40,45,75,"Run Away, Pickup, Own Tempo",Run Away,Pickup,Own Tempo
Maushold Family of Four,Normal,,0925,470,74,75,70,65,75,111,"Friend Guard, Cheek Pouch, Technician",Friend Guard,Cheek Pouch,Technician
Maushold Family of Three,Normal,,0925,470,74,75,70,65,75,111,"Friend Guard, Cheek Pouch, Technician",Friend Guard,Cheek Pouch,Technician
Fidough,Fairy,,0926,312,37,55,70,30,55,65,"Own Tempo, Klutz",Own Tempo,,Klutz
Dachsbun,Fairy,,0927,477,57,80,115,50,80,95,"Well-Baked Body, Aroma Veil",Well-Baked Body,,Aroma Veil
Smoliv,Grass,Normal,0928,260,41,35,45,58,51,30,"Early Bird, Harvest",Early Bird,,Harvest
Dolliv,Grass,Normal,0929,354,52,53,60,78,78,33,"Early Bird, Harvest",Early Bird,,Harvest
Arboliva,Grass,Normal,0930,510,78,69,90,125,109,39,"Seed Sower, Harvest",Seed Sower,,Harvest
Squawkabilly Green Plumage,Normal,Flying,0931,417,82,96,51,45,51,92,"Intimidate, Hustle, Guts",Intimidate,Hustle,Guts
Squawkabilly Blue Plumage,Normal,Flying,0931,417,82,96,51,45,51,92,"Intimidate, Hustle, Guts",Intimidate,Hustle,Guts
Squawkabilly Yellow Plumage,Normal,Flying,0931,417,82,96,51,45,51,92,"Intimidate, Hustle, Sheer Force",Intimidate,Hustle,Sheer Force
Squawkabilly White Plumage,Normal,Flying,0931,417,82,96,51,45,51,92,"Intimidate, Hustle, Sheer Force",Intimidate,Hustle,Sheer Force
Nacli,Rock,,0932,280,55,55,75,35,35,25,"Purifying Salt, Sturdy, Clear Body",Purifying Salt,Sturdy,Clear Body
Naclstack,Rock,,0933,355,60,60,100,35,65,35,"Purifying Salt, Sturdy, Clear Body",Purifying Salt,Sturdy,Clear Body
Garganacl,Rock,,0934,500,100,100,130,45,90,35,"Purifying Salt, Sturdy, Clear Body",Purifying Salt,Sturdy,Clear Body
Charcadet,Fire,,0935,255,40,50,40,50,40,35,"Flash Fire, Flame Body",Flash Fire,,Flame Body
Armarouge,Fire,Psychic,0936,525,85,60,100,125,80,75,"Flash Fire, Weak Armor",Flash Fire,,Weak Armor
Ceruledge,Fire,Ghost,0937,525,75,125,80,60,100,85,"Flash Fire, Weak Armor",Flash Fire,,Weak Armor
Tadbulb,Electric,,0938,272,61,31,41,59,35,45,"Own Tempo, Static, Damp",Own Tempo,Static,Damp
Bellibolt,Electric,,0939,495,109,64,91,103,83,45,"Electromorphosis, Static, Damp",Electromorphosis,Static,Damp
Wattrel,Electric,Flying,0940,280,40,40,35,55,40,70,"Wind Power, Volt Absorb, Competitive",Wind Power,Volt Absorb,Competitive
Kilowattrel,Electric,Flying,0941,490,70,70,60,105,60,125,"Wind Power, Volt Absorb, Competitive",Wind Power,Volt Absorb,Competitive
Maschiff,Dark,,0942,340,60,78,60,40,51,51,"Intimidate, Run Away, Stakeout",Intimidate,Run Away,Stakeout
Mabosstiff,Dark,,0943,505,80,120,90,60,70,85,"Intimidate, Guard Dog, Stakeout",Intimidate,Guard Dog,Stakeout
Shroodle,Poison,Normal,0944,290,40,65,35,40,35,75,"Unburden, Pickpocket, Prankster",Unburden,Pickpocket,Prankster
Grafaiai,Poison,Normal,0945,485,63,95,65,80,72,110,"Unburden, Poison Touch, Prankster",Unburden,Poison Touch,Prankster
Bramblin,Grass,Ghost,0946,275,40,65,30,45,35,60,"Wind Rider, Infiltrator",Wind Rider,,Infiltrator
Brambleghast,Grass,Ghost,0947,480,55,115,70,80,70,90,"Wind Rider, Infiltrator",Wind Rider,,Infiltrator
Toedscool,Ground,Grass,0948,335,40,40,35,50,100,70,Mycelium Might,Mycelium Might,,
Toedscruel,Ground,Grass,0949,515,80,70,65,80,120,100,Mycelium Might,Mycelium Might,,
Klawf,Rock,,0950,450,70,100,115,35,55,75,"Anger Shell, Shell Armor, Regenerator",Anger Shell,Shell Armor,Regenerator
Capsakid,Grass,,0951,304,50,62,40,62,40,50,"Chlorophyll, Insomnia, Klutz",Chlorophyll,Insomnia,Klutz
Scovillain,Grass,Fire,0952,486,65,108,65,108,65,75,"Chlorophyll, Insomnia, Moody",Chlorophyll,Insomnia,Moody
Rellor,Bug,,0953,270,41,50,60,31,58,30,"Compoundeyes, Shed Skin",Compoundeyes,,Shed Skin
Rabsca,Bug,Psychic,0954,470,75,50,85,115,100,45,"Synchronize, Telepathy",Synchronize,,Telepathy
Flittle,Psychic,,0955,255,30,35,30,55,30,75,"Anticipation, Frisk, Speed Boost",Anticipation,Frisk,Speed Boost
Espathra,Psychic,,0956,481,95,60,60,101,60,105,"Opportunist, Frisk, Speed Boost",Opportunist,Frisk,Speed Boost
Tinkatink,Fairy,Steel,0957,297,50,45,45,35,64,58,"Mold Breaker, Own Tempo, Pickpocket",Mold Breaker,Own Tempo,Pickpocket
Tinkatuff,Fairy,Steel,0958,380,65,55,55,45,82,78,"Mold Breaker, Own Tempo, Pickpocket",Mold Breaker,Own Tempo,Pickpocket
